,tsDate,spp,sex,X,tsHr,HrTimeHr,HrTide,HrTempF,HrDewPtF,HrHumid,HrSeaLvlPrs,HrVisMPH,HrWindSpd,HrGustSpd,HrPrecip,HrWindDirCirc,HrWeek,HrBirds,HrDets,HrChkAgeMean,HrSigMean,DailyDate,TempF,DewPtF,Humid,SeaLvlPrs,VisM,WindSpd,GustSpd,Precip,WindDirCirc,Birds,Dets,ChkAgeMean,SigMean,Dawn,Dusk,Sunrise,Sunset
3716,7/21/16,All,All,3716,7/21/16 8:00,7/21/16 8:00,-0.017839442,71.1,64,78,30.19,10,6.9,,0,290,29,0,0,,,7/21/16,72.625,65.95,79.95833333,30.13291667,10,11.80833333,23,0,244.7247314,2,243,31.79012346,95.00823045,7/21/16 4:19,7/21/16 21:24,7/21/16 5:32,7/21/16 20:12
3721,7/21/16,All,All,3721,7/21/16 9:00,7/21/16 9:00,0.002205087,73,64.9,76,30.18,10,8.1,,0,280,29,0,0,,,7/21/16,72.625,65.95,79.95833333,30.13291667,10,11.80833333,23,0,244.7247314,2,243,31.79012346,95.00823045,7/21/16 4:19,7/21/16 21:24,7/21/16 5:32,7/21/16 20:12
3726,7/21/16,All,All,3726,7/21/16 10:00,7/21/16 10:00,0.11970767,75.9,64.9,69,30.17,10,8.1,,0,260,29,1,87,33,115.2988506,7/21/16,72.625,65.95,79.95833333,30.13291667,10,11.80833333,23,0,244.7247314,2,243,31.79012346,95.00823045,7/21/16 4:19,7/21/16 21:24,7/21/16 5:32,7/21/16 20:12
3731,7/21/16,All,All,3731,7/21/16 11:00,7/21/16 11:00,0.346676316,78.1,64,62,30.17,10,9.2,,0,250,29,1,9,33,112.8888889,7/21/16,72.625,65.95,79.95833333,30.13291667,10,11.80833333,23,0,244.7247314,2,243,31.79012346,95.00823045,7/21/16 4:19,7/21/16 21:24,7/21/16 5:32,7/21/16 20:12
3736,7/21/16,All,All,3736,7/21/16 12:00,7/21/16 12:00,0.623774696,77,66,69,30.17,10,10.4,,0,210,29,0,0,,,7/21/16,72.625,65.95,79.95833333,30.13291667,10,11.80833333,23,0,244.7247314,2,243,31.79012346,95.00823045,7/21/16 4:19,7/21/16 21:24,7/21/16 5:32,7/21/16 20:12
3741,7/21/16,All,All,3741,7/21/16 13:00,7/21/16 13:00,0.853803638,77,66,69,30.15,10,13.8,,0,230,29,1,69,31,87.33333333,7/21/16,72.625,65.95,79.95833333,30.13291667,10,11.80833333,23,0,244.7247314,2,243,31.79012346,95.00823045,7/21/16 4:19,7/21/16 21:24,7/21/16 5:32,7/21/16 20:12
3746,7/21/16,All,All,3746,7/21/16 14:00,7/21/16 14:00,0.959469434,78.1,68,71,30.13,10,15,,0,220,29,1,52,31,75.67307692,7/21/16,72.625,65.95,79.95833333,30.13291667,10,11.80833333,23,0,244.7247314,2,243,31.79012346,95.00823045,7/21/16 4:19,7/21/16 21:24,7/21/16 5:32,7/21/16 20:12
3751,7/21/16,All,All,3751,7/21/16 15:00,7/21/16 15:00,0.921059554,78.1,69.1,74,30.11,10,18.4,,0,220,29,1,26,31,79.96153846,7/21/16,72.625,65.95,79.95833333,30.13291667,10,11.80833333,23,0,244.7247314,2,243,31.79012346,95.00823045,7/21/16 4:19,7/21/16 21:24,7/21/16 5:32,7/21/16 20:12
3756,7/21/16,All,All,3756,7/21/16 16:00,7/21/16 16:00,0.762961038,77,70,79,30.11,10,18.4,,0,220,29,0,0,,,7/21/16,72.625,65.95,79.95833333,30.13291667,10,11.80833333,23,0,244.7247314,2,243,31.79012346,95.00823045,7/21/16 4:19,7/21/16 21:24,7/21/16 5:32,7/21/16 20:12
3761,7/21/16,All,All,3761,7/21/16 17:00,7/21/16 17:00,0.514331875,77,69.1,76,30.1,10,16.1,25.3,0,220,29,0,0,,,7/21/16,72.625,65.95,79.95833333,30.13291667,10,11.80833333,23,0,244.7247314,2,243,31.79012346,95.00823045,7/21/16 4:19,7/21/16 21:24,7/21/16 5:32,7/21/16 20:12
3766,7/21/16,All,All,3766,7/21/16 18:00,7/21/16 18:00,0.240900775,75,69.1,82,30.09,10,17.3,,0,220,29,0,0,,,7/21/16,72.625,65.95,79.95833333,30.13291667,10,11.80833333,23,0,244.7247314,2,243,31.79012346,95.00823045,7/21/16 4:19,7/21/16 21:24,7/21/16 5:32,7/21/16 20:12
3771,7/21/16,All,All,3771,7/21/16 19:00,7/21/16 19:00,0.053617253,73.9,68,82,30.07,10,16.1,,0,210,29,0,0,,,7/21/16,72.625,65.95,79.95833333,30.13291667,10,11.80833333,23,0,244.7247314,2,243,31.79012346,95.00823045,7/21/16 4:19,7/21/16 21:24,7/21/16 5:32,7/21/16 20:12
3776,7/21/16,All,All,3776,7/21/16 20:00,7/21/16 20:00,-0.00010006,72,68,87,30.07,10,16.1,,0,230,29,0,0,,,7/21/16,72.625,65.95,79.95833333,30.13291667,10,11.80833333,23,0,244.7247314,2,243,31.79012346,95.00823045,7/21/16 4:19,7/21/16 21:24,7/21/16 5:32,7/21/16 20:12
3781,7/21/16,All,All,3781,7/21/16 21:00,7/21/16 21:00,0.038362727,72,66.9,84,30.07,10,11.5,,0,230,29,0,0,,,7/21/16,72.625,65.95,79.95833333,30.13291667,10,11.80833333,23,0,244.7247314,2,243,31.79012346,95.00823045,7/21/16 4:19,7/21/16 21:24,7/21/16 5:32,7/21/16 20:12
3786,7/21/16,All,All,3786,7/21/16 22:00,7/21/16 22:00,0.151829068,72,66.9,84,30.08,10,13.8,,0,230,29,0,0,,,7/21/16,72.625,65.95,79.95833333,30.13291667,10,11.80833333,23,0,244.7247314,2,243,31.79012346,95.00823045,7/21/16 4:19,7/21/16 21:24,7/21/16 5:32,7/21/16 20:12
3791,7/21/16,All,All,3791,7/21/16 23:00,7/21/16 23:00,0.361629714,72,66.9,84,30.07,10,15,,0,220,29,0,0,,,7/21/16,72.625,65.95,79.95833333,30.13291667,10,11.80833333,23,0,244.7247314,2,243,31.79012346,95.00823045,7/21/16 4:19,7/21/16 21:24,7/21/16 5:32,7/21/16 20:12
3796,7/22/16,All,All,3796,7/22/16 0:00,7/22/16 0:00,0.641204059,71.1,66.9,87,30.06,10,13.8,20.7,0,220,29,0,0,,,7/22/16,73.26071429,69.975,89.64285714,29.93535714,8.240740741,17.39285714,27.45714286,0,224.641461,1,26,32,59.11538462,7/22/16 4:20,7/22/16 21:23,7/22/16 5:32,7/22/16 20:11
3801,7/22/16,All,All,3801,7/22/16 1:00,7/22/16 1:00,0.906442883,71.1,66.9,87,30.04,10,13.8,,0,220,29,0,0,,,7/22/16,73.26071429,69.975,89.64285714,29.93535714,8.240740741,17.39285714,27.45714286,0,224.641461,1,26,32,59.11538462,7/22/16 4:20,7/22/16 21:23,7/22/16 5:32,7/22/16 20:11
3806,7/22/16,All,All,3806,7/22/16 2:00,7/22/16 2:00,1.067742255,70,66.9,90,30.03,10,10.4,,0,230,29,0,0,,,7/22/16,73.26071429,69.975,89.64285714,29.93535714,8.240740741,17.39285714,27.45714286,0,224.641461,1,26,32,59.11538462,7/22/16 4:20,7/22/16 21:23,7/22/16 5:32,7/22/16 20:11
3811,7/22/16,All,All,3811,7/22/16 3:00,7/22/16 3:00,1.078255051,70,68,93,30.02,10,16.1,,0,220,29,0,0,,,7/22/16,73.26071429,69.975,89.64285714,29.93535714,8.240740741,17.39285714,27.45714286,0,224.641461,1,26,32,59.11538462,7/22/16 4:20,7/22/16 21:23,7/22/16 5:32,7/22/16 20:11
3816,7/22/16,All,All,3816,7/22/16 4:00,7/22/16 4:00,0.949840902,69.86666667,69.56666667,99,30.00333333,9,16.5,23,0,223.3295631,29,0,0,,,7/22/16,73.26071429,69.975,89.64285714,29.93535714,8.240740741,17.39285714,27.45714286,0,224.641461,1,26,32,59.11538462,7/22/16 4:20,7/22/16 21:23,7/22/16 5:32,7/22/16 20:11
3821,7/22/16,All,All,3821,7/22/16 5:00,7/22/16 5:00,0.711948352,69.9,69.45,98.5,30.005,6,13.25,,0,235,29,0,0,,,7/22/16,73.26071429,69.975,89.64285714,29.93535714,8.240740741,17.39285714,27.45714286,0,224.641461,1,26,32,59.11538462,7/22/16 4:20,7/22/16 21:23,7/22/16 5:32,7/22/16 20:11
3826,7/22/16,All,All,3826,7/22/16 6:00,7/22/16 6:00,0.407652727,69.9,69.45,98.5,30,2.75,15,,0,225,29,1,26,32,59.11538462,7/22/16,73.26071429,69.975,89.64285714,29.93535714,8.240740741,17.39285714,27.45714286,0,224.641461,1,26,32,59.11538462,7/22/16 4:20,7/22/16 21:23,7/22/16 5:32,7/22/16 20:11
3831,7/22/16,All,All,3831,7/22/16 7:00,7/22/16 7:00,0.137526788,71.1,70,96,30,7,13.8,,0,220,29,0,0,,,7/22/16,73.26071429,69.975,89.64285714,29.93535714,8.240740741,17.39285714,27.45714286,0,224.641461,1,26,32,59.11538462,7/22/16 4:20,7/22/16 21:23,7/22/16 5:32,7/22/16 20:11
3836,7/22/16,All,All,3836,7/22/16 8:00,7/22/16 8:00,-0.006542091,71.8,69.9,93.5,29.985,9,15.55,,0,220,29,0,0,,,7/22/16,73.26071429,69.975,89.64285714,29.93535714,8.240740741,17.39285714,27.45714286,0,224.641461,1,26,32,59.11538462,7/22/16 4:20,7/22/16 21:23,7/22/16 5:32,7/22/16 20:11
3841,7/22/16,All,All,3841,7/22/16 9:00,7/22/16 9:00,-0.033070938,75,69.1,82,29.97,10,17.3,,0,220,29,0,0,,,7/22/16,73.26071429,69.975,89.64285714,29.93535714,8.240740741,17.39285714,27.45714286,0,224.641461,1,26,32,59.11538462,7/22/16 4:20,7/22/16 21:23,7/22/16 5:32,7/22/16 20:11
3846,7/22/16,All,All,3846,7/22/16 10:00,7/22/16 10:00,0.021660388,75,69.1,82,29.95,10,20.7,25.3,0,220,29,0,0,,,7/22/16,73.26071429,69.975,89.64285714,29.93535714,8.240740741,17.39285714,27.45714286,0,224.641461,1,26,32,59.11538462,7/22/16 4:20,7/22/16 21:23,7/22/16 5:32,7/22/16 20:11
3851,7/22/16,All,All,3851,7/22/16 11:00,7/22/16 11:00,0.173016644,78.1,70,76,29.95,10,18.4,27.6,0,240,29,0,0,,,7/22/16,73.26071429,69.975,89.64285714,29.93535714,8.240740741,17.39285714,27.45714286,0,224.641461,1,26,32,59.11538462,7/22/16 4:20,7/22/16 21:23,7/22/16 5:32,7/22/16 20:11
3856,7/22/16,All,All,3856,7/22/16 12:00,7/22/16 12:00,0.422716357,78.1,71.1,79,29.93,10,21.9,28.8,0,230,29,0,0,,,7/22/16,73.26071429,69.975,89.64285714,29.93535714,8.240740741,17.39285714,27.45714286,0,224.641461,1,26,32,59.11538462,7/22/16 4:20,7/22/16 21:23,7/22/16 5:32,7/22/16 20:11
3861,7/22/16,All,All,3861,7/22/16 13:00,7/22/16 13:00,0.704127832,78.1,71.1,79,29.91,9,24.2,32.2,0,220,29,0,0,,,7/22/16,73.26071429,69.975,89.64285714,29.93535714,8.240740741,17.39285714,27.45714286,0,224.641461,1,26,32,59.11538462,7/22/16 4:20,7/22/16 21:23,7/22/16 5:32,7/22/16 20:11
3866,7/22/16,All,All,3866,7/22/16 14:00,7/22/16 14:00,0.918612106,78.1,71.1,79,29.89,10,24.2,33.4,0,220,29,0,0,,,7/22/16,73.26071429,69.975,89.64285714,29.93535714,8.240740741,17.39285714,27.45714286,0,224.641461,1,26,32,59.11538462,7/22/16 4:20,7/22/16 21:23,7/22/16 5:32,7/22/16 20:11
3871,7/22/16,All,All,3871,7/22/16 15:00,7/22/16 15:00,0.99252096,78.1,72,81,29.88,10,18.4,29.9,0,220,29,0,0,,,7/22/16,73.26071429,69.975,89.64285714,29.93535714,8.240740741,17.39285714,27.45714286,0,224.641461,1,26,32,59.11538462,7/22/16 4:20,7/22/16 21:23,7/22/16 5:32,7/22/16 20:11
3876,7/22/16,All,All,3876,7/22/16 16:00,7/22/16 16:00,0.917792259,77,71.1,82,29.86,9,18.4,29.9,0,220,29,0,0,,,7/22/16,73.26071429,69.975,89.64285714,29.93535714,8.240740741,17.39285714,27.45714286,0,224.641461,1,26,32,59.11538462,7/22/16 4:20,7/22/16 21:23,7/22/16 5:32,7/22/16 20:11
3881,7/22/16,All,All,3881,7/22/16 17:00,7/22/16 17:00,0.729238666,75.9,71.1,85,29.85,9,20.7,26.5,0,220,29,0,0,,,7/22/16,73.26071429,69.975,89.64285714,29.93535714,8.240740741,17.39285714,27.45714286,0,224.641461,1,26,32,59.11538462,7/22/16 4:20,7/22/16 21:23,7/22/16 5:32,7/22/16 20:11
3886,7/22/16,All,All,3886,7/22/16 18:00,7/22/16 18:00,0.463630748,75.9,71.1,85,29.84,8,18.4,,0,220,29,0,0,,,7/22/16,73.26071429,69.975,89.64285714,29.93535714,8.240740741,17.39285714,27.45714286,0,224.641461,1,26,32,59.11538462,7/22/16 4:20,7/22/16 21:23,7/22/16 5:32,7/22/16 20:11
3891,7/22/16,All,All,3891,7/22/16 19:00,7/22/16 19:00,0.196804166,75,71.1,87,29.82,7,18.4,24.2,0,220,29,0,0,,,7/22/16,73.26071429,69.975,89.64285714,29.93535714,8.240740741,17.39285714,27.45714286,0,224.641461,1,26,32,59.11538462,7/22/16 4:20,7/22/16 21:23,7/22/16 5:32,7/22/16 20:11
3896,7/22/16,All,All,3896,7/22/16 20:00,7/22/16 20:00,0.036494209,73,70,90,29.82,7,17.3,25.3,0,220,29,0,0,,,7/22/16,73.26071429,69.975,89.64285714,29.93535714,8.240740741,17.39285714,27.45714286,0,224.641461,1,26,32,59.11538462,7/22/16 4:20,7/22/16 21:23,7/22/16 5:32,7/22/16 20:11
3901,7/22/16,All,All,3901,7/22/16 21:00,7/22/16 21:00,0.010190611,73,71.1,93,29.81,7,18.4,26.5,0,220,29,0,0,,,7/22/16,73.26071429,69.975,89.64285714,29.93535714,8.240740741,17.39285714,27.45714286,0,224.641461,1,26,32,59.11538462,7/22/16 4:20,7/22/16 21:23,7/22/16 5:32,7/22/16 20:11
3906,7/22/16,All,All,3906,7/22/16 22:00,7/22/16 22:00,0.066994636,73,71.1,93,29.83,7,18.4,25.3,0,220,29,0,0,,,7/22/16,73.26071429,69.975,89.64285714,29.93535714,8.240740741,17.39285714,27.45714286,0,224.641461,1,26,32,59.11538462,7/22/16 4:20,7/22/16 21:23,7/22/16 5:32,7/22/16 20:11
3911,7/22/16,All,All,3911,7/22/16 23:00,7/22/16 23:00,0.194373485,73,71.1,93,,,,,0,0,29,0,0,,,7/22/16,73.26071429,69.975,89.64285714,29.93535714,8.240740741,17.39285714,27.45714286,0,224.641461,1,26,32,59.11538462,7/22/16 4:20,7/22/16 21:23,7/22/16 5:32,7/22/16 20:11
3916,7/23/16,All,All,3916,7/23/16 0:00,7/23/16 0:00,0.412924362,,,,29.8,,20.7,26.5,0,220,29,0,0,,,7/23/16,75.00869565,67.43913043,79.13043478,29.8073913,8.555555556,12.22173913,25.7,0,276.0586026,2,339,33.6519174,67.5840708,7/23/16 4:22,7/23/16 21:22,7/23/16 5:33,7/23/16 20:11
3921,7/23/16,All,All,3921,7/23/16 1:00,7/23/16 1:00,0.690385281,70.83333333,69.56666667,95.66666667,,6.666666667,,,0,0,29,0,0,,,7/23/16,75.00869565,67.43913043,79.13043478,29.8073913,8.555555556,12.22173913,25.7,0,276.0586026,2,339,33.6519174,67.5840708,7/23/16 4:22,7/23/16 21:22,7/23/16 5:33,7/23/16 20:11
3926,7/23/16,All,All,3926,7/23/16 2:00,7/23/16 2:00,0.938650615,72.36666667,70.23333333,93,29.805,6,20.15,43.7,0,286.8673689,29,0,0,,,7/23/16,75.00869565,67.43913043,79.13043478,29.8073913,8.555555556,12.22173913,25.7,0,276.0586026,2,339,33.6519174,67.5840708,7/23/16 4:22,7/23/16 21:22,7/23/16 5:33,7/23/16 20:11
3931,7/23/16,All,All,3931,7/23/16 3:00,7/23/16 3:00,1.067606296,70,69.1,97,29.8,6,10.4,,0,240,29,0,0,,,7/23/16,75.00869565,67.43913043,79.13043478,29.8073913,8.555555556,12.22173913,25.7,0,276.0586026,2,339,33.6519174,67.5840708,7/23/16 4:22,7/23/16 21:22,7/23/16 5:33,7/23/16 20:11
3936,7/23/16,All,All,3936,7/23/16 4:00,7/23/16 4:00,1.039732631,70,69.1,97,29.79,6,9.2,,0,250,29,0,0,,,7/23/16,75.00869565,67.43913043,79.13043478,29.8073913,8.555555556,12.22173913,25.7,0,276.0586026,2,339,33.6519174,67.5840708,7/23/16 4:22,7/23/16 21:22,7/23/16 5:33,7/23/16 20:11
3941,7/23/16,All,All,3941,7/23/16 5:00,7/23/16 5:00,0.878818902,69.1,68,96,29.79,6,9.2,,0,240,29,1,32,34,87.375,7/23/16,75.00869565,67.43913043,79.13043478,29.8073913,8.555555556,12.22173913,25.7,0,276.0586026,2,339,33.6519174,67.5840708,7/23/16 4:22,7/23/16 21:22,7/23/16 5:33,7/23/16 20:11
3946,7/23/16,All,All,3946,7/23/16 6:00,7/23/16 6:00,0.619518281,70,68,93,29.8,6,9.2,,0,240,29,1,40,34,51.425,7/23/16,75.00869565,67.43913043,79.13043478,29.8073913,8.555555556,12.22173913,25.7,0,276.0586026,2,339,33.6519174,67.5840708,7/23/16 4:22,7/23/16 21:22,7/23/16 5:33,7/23/16 20:11
3951,7/23/16,All,All,3951,7/23/16 7:00,7/23/16 7:00,0.314184427,73,70,90,29.81,9,10.4,,0,260,29,1,66,34,48.40909091,7/23/16,75.00869565,67.43913043,79.13043478,29.8073913,8.555555556,12.22173913,25.7,0,276.0586026,2,339,33.6519174,67.5840708,7/23/16 4:22,7/23/16 21:22,7/23/16 5:33,7/23/16 20:11
3956,7/23/16,All,All,3956,7/23/16 8:00,7/23/16 8:00,0.071151839,75.9,70,82,29.81,10,13.8,,0,270,29,1,34,34,43.73529412,7/23/16,75.00869565,67.43913043,79.13043478,29.8073913,8.555555556,12.22173913,25.7,0,276.0586026,2,339,33.6519174,67.5840708,7/23/16 4:22,7/23/16 21:22,7/23/16 5:33,7/23/16 20:11
3961,7/23/16,All,All,3961,7/23/16 9:00,7/23/16 9:00,-0.0319831,78.1,70,76,29.81,10,9.2,,0,280,29,2,102,33.45098039,73.82352941,7/23/16,75.00869565,67.43913043,79.13043478,29.8073913,8.555555556,12.22173913,25.7,0,276.0586026,2,339,33.6519174,67.5840708,7/23/16 4:22,7/23/16 21:22,7/23/16 5:33,7/23/16 20:11
3966,7/23/16,All,All,3966,7/23/16 10:00,7/23/16 10:00,-0.023789204,,,,,,,,0,0,29,2,65,33.04615385,89.93846154,7/23/16,75.00869565,67.43913043,79.13043478,29.8073913,8.555555556,12.22173913,25.7,0,276.0586026,2,339,33.6519174,67.5840708,7/23/16 4:22,7/23/16 21:22,7/23/16 5:33,7/23/16 20:11
3971,7/23/16,All,All,3971,7/23/16 11:00,7/23/16 11:00,0.057774141,,,,29.8,10,16.1,,0,270,29,0,0,,,7/23/16,75.00869565,67.43913043,79.13043478,29.8073913,8.555555556,12.22173913,25.7,0,276.0586026,2,339,33.6519174,67.5840708,7/23/16 4:22,7/23/16 21:22,7/23/16 5:33,7/23/16 20:11
3976,7/23/16,All,All,3976,7/23/16 12:00,7/23/16 12:00,0.231613473,,,,29.8,10,15,19.6,0,280,29,0,0,,,7/23/16,75.00869565,67.43913043,79.13043478,29.8073913,8.555555556,12.22173913,25.7,0,276.0586026,2,339,33.6519174,67.5840708,7/23/16 4:22,7/23/16 21:22,7/23/16 5:33,7/23/16 20:11
3981,7/23/16,All,All,3981,7/23/16 13:00,7/23/16 13:00,0.494576973,,,,29.8,10,15,21.9,0,260,29,0,0,,,7/23/16,75.00869565,67.43913043,79.13043478,29.8073913,8.555555556,12.22173913,25.7,0,276.0586026,2,339,33.6519174,67.5840708,7/23/16 4:22,7/23/16 21:22,7/23/16 5:33,7/23/16 20:11
3986,7/23/16,All,All,3986,7/23/16 14:00,7/23/16 14:00,0.773112279,,,,29.79,10,18.4,25.3,0,260,29,0,0,,,7/23/16,75.00869565,67.43913043,79.13043478,29.8073913,8.555555556,12.22173913,25.7,0,276.0586026,2,339,33.6519174,67.5840708,7/23/16 4:22,7/23/16 21:22,7/23/16 5:33,7/23/16 20:11
3991,7/23/16,All,All,3991,7/23/16 15:00,7/23/16 15:00,0.966046642,84,66,55,29.8,10,17.3,23,0,260,29,0,0,,,7/23/16,75.00869565,67.43913043,79.13043478,29.8073913,8.555555556,12.22173913,25.7,0,276.0586026,2,339,33.6519174,67.5840708,7/23/16 4:22,7/23/16 21:22,7/23/16 5:33,7/23/16 20:11
3996,7/23/16,All,All,3996,7/23/16 16:00,7/23/16 16:00,1.008135669,84.9,64.9,51,29.79,10,15,20.7,0,270,29,0,0,,,7/23/16,75.00869565,67.43913043,79.13043478,29.8073913,8.555555556,12.22173913,25.7,0,276.0586026,2,339,33.6519174,67.5840708,7/23/16 4:22,7/23/16 21:22,7/23/16 5:33,7/23/16 20:11
4001,7/23/16,All,All,4001,7/23/16 17:00,7/23/16 17:00,0.905824658,84.9,66,53,29.79,10,15,,0,250,29,0,0,,,7/23/16,75.00869565,67.43913043,79.13043478,29.8073913,8.555555556,12.22173913,25.7,0,276.0586026,2,339,33.6519174,67.5840708,7/23/16 4:22,7/23/16 21:22,7/23/16 5:33,7/23/16 20:11
4006,7/23/16,All,All,4006,7/23/16 18:00,7/23/16 18:00,0.698544966,82.9,64.9,54,29.78,10,12.7,,0,240,29,0,0,,,7/23/16,75.00869565,67.43913043,79.13043478,29.8073913,8.555555556,12.22173913,25.7,0,276.0586026,2,339,33.6519174,67.5840708,7/23/16 4:22,7/23/16 21:22,7/23/16 5:33,7/23/16 20:11
4011,7/23/16,All,All,4011,7/23/16 19:00,7/23/16 19:00,0.425739361,80.1,64.9,60,29.78,10,11.5,,0,230,29,0,0,,,7/23/16,75.00869565,67.43913043,79.13043478,29.8073913,8.555555556,12.22173913,25.7,0,276.0586026,2,339,33.6519174,67.5840708,7/23/16 4:22,7/23/16 21:22,7/23/16 5:33,7/23/16 20:11
4016,7/23/16,All,All,4016,7/23/16 20:00,7/23/16 20:00,0.173350675,77,64.9,66,29.8,10,11.5,,0,240,29,0,0,,,7/23/16,75.00869565,67.43913043,79.13043478,29.8073913,8.555555556,12.22173913,25.7,0,276.0586026,2,339,33.6519174,67.5840708,7/23/16 4:22,7/23/16 21:22,7/23/16 5:33,7/23/16 20:11
4021,7/23/16,All,All,4021,7/23/16 21:00,7/23/16 21:00,0.043334364,73.9,64.9,73,29.83,10,10.4,,0,260,29,0,0,,,7/23/16,75.00869565,67.43913043,79.13043478,29.8073913,8.555555556,12.22173913,25.7,0,276.0586026,2,339,33.6519174,67.5840708,7/23/16 4:22,7/23/16 21:22,7/23/16 5:33,7/23/16 20:11
4026,7/23/16,All,All,4026,7/23/16 22:00,7/23/16 22:00,0.039127682,75.9,64,67,29.83,10,6.9,,0,280,29,0,0,,,7/23/16,75.00869565,67.43913043,79.13043478,29.8073913,8.555555556,12.22173913,25.7,0,276.0586026,2,339,33.6519174,67.5840708,7/23/16 4:22,7/23/16 21:22,7/23/16 5:33,7/23/16 20:11
4031,7/23/16,All,All,4031,7/23/16 23:00,7/23/16 23:00,0.101859717,73.9,64,71,29.87,10,4.6,,0,50,29,0,0,,,7/23/16,75.00869565,67.43913043,79.13043478,29.8073913,8.555555556,12.22173913,25.7,0,276.0586026,2,339,33.6519174,67.5840708,7/23/16 4:22,7/23/16 21:22,7/23/16 5:33,7/23/16 20:11
4036,7/24/16,All,All,4036,7/24/16 0:00,7/24/16 0:00,0.230080933,72,63,73,29.89,10,0,,0,0,29,0,0,,,7/24/16,73.47916667,64.0875,73.16666667,29.96583333,10,9.175,,0,257.669324,2,110,35.34545455,82.71818182,7/24/16 4:23,7/24/16 21:21,7/24/16 5:34,7/24/16 20:10
4041,7/24/16,All,All,4041,7/24/16 1:00,7/24/16 1:00,0.448381483,69.1,64,84,29.9,10,4.6,,0,160,29,0,0,,,7/24/16,73.47916667,64.0875,73.16666667,29.96583333,10,9.175,,0,257.669324,2,110,35.34545455,82.71818182,7/24/16 4:23,7/24/16 21:21,7/24/16 5:34,7/24/16 20:10
4046,7/24/16,All,All,4046,7/24/16 2:00,7/24/16 2:00,0.717680038,70,62.1,76,29.91,10,5.8,,0,290,29,0,0,,,7/24/16,73.47916667,64.0875,73.16666667,29.96583333,10,9.175,,0,257.669324,2,110,35.34545455,82.71818182,7/24/16 4:23,7/24/16 21:21,7/24/16 5:34,7/24/16 20:10
4051,7/24/16,All,All,4051,7/24/16 3:00,7/24/16 3:00,0.943847238,72,60.1,66,29.94,10,4.6,,0,350,29,0,0,,,7/24/16,73.47916667,64.0875,73.16666667,29.96583333,10,9.175,,0,257.669324,2,110,35.34545455,82.71818182,7/24/16 4:23,7/24/16 21:21,7/24/16 5:34,7/24/16 20:10
4056,7/24/16,All,All,4056,7/24/16 4:00,7/24/16 4:00,1.040546949,71.1,59,66,29.93,10,5.8,,0,320,29,0,0,,,7/24/16,73.47916667,64.0875,73.16666667,29.96583333,10,9.175,,0,257.669324,2,110,35.34545455,82.71818182,7/24/16 4:23,7/24/16 21:21,7/24/16 5:34,7/24/16 20:10
4061,7/24/16,All,All,4061,7/24/16 5:00,7/24/16 5:00,0.983402574,68,60.1,76,29.93,10,5.8,,0,290,29,1,1,35,127,7/24/16,73.47916667,64.0875,73.16666667,29.96583333,10,9.175,,0,257.669324,2,110,35.34545455,82.71818182,7/24/16 4:23,7/24/16 21:21,7/24/16 5:34,7/24/16 20:10
4066,7/24/16,All,All,4066,7/24/16 6:00,7/24/16 6:00,0.802734843,66.9,61,81,29.95,10,5.8,,0,290,29,2,82,35.46341463,89.2804878,7/24/16,73.47916667,64.0875,73.16666667,29.96583333,10,9.175,,0,257.669324,2,110,35.34545455,82.71818182,7/24/16 4:23,7/24/16 21:21,7/24/16 5:34,7/24/16 20:10
4071,7/24/16,All,All,4071,7/24/16 7:00,7/24/16 7:00,0.533134585,70,62.1,76,29.96,10,6.9,,0,310,29,1,16,35,52.625,7/24/16,73.47916667,64.0875,73.16666667,29.96583333,10,9.175,,0,257.669324,2,110,35.34545455,82.71818182,7/24/16 4:23,7/24/16 21:21,7/24/16 5:34,7/24/16 20:10
4076,7/24/16,All,All,4076,7/24/16 8:00,7/24/16 8:00,0.237895514,72,63,73,29.97,10,6.9,,0,300,29,1,4,35,40.75,7/24/16,73.47916667,64.0875,73.16666667,29.96583333,10,9.175,,0,257.669324,2,110,35.34545455,82.71818182,7/24/16 4:23,7/24/16 21:21,7/24/16 5:34,7/24/16 20:10
4081,7/24/16,All,All,4081,7/24/16 9:00,7/24/16 9:00,0.030952587,73,63,71,29.97,10,5.8,,0,290,29,0,0,,,7/24/16,73.47916667,64.0875,73.16666667,29.96583333,10,9.175,,0,257.669324,2,110,35.34545455,82.71818182,7/24/16 4:23,7/24/16 21:21,7/24/16 5:34,7/24/16 20:10
4086,7/24/16,All,All,4086,7/24/16 10:00,7/24/16 10:00,-0.031901343,77,64,64,29.97,10,4.6,,0,0,29,0,0,,,7/24/16,73.47916667,64.0875,73.16666667,29.96583333,10,9.175,,0,257.669324,2,110,35.34545455,82.71818182,7/24/16 4:23,7/24/16 21:21,7/24/16 5:34,7/24/16 20:10
4091,7/24/16,All,All,4091,7/24/16 11:00,7/24/16 11:00,0.000871848,78.1,64,62,29.98,10,0,,0,0,29,0,0,,,7/24/16,73.47916667,64.0875,73.16666667,29.96583333,10,9.175,,0,257.669324,2,110,35.34545455,82.71818182,7/24/16 4:23,7/24/16 21:21,7/24/16 5:34,7/24/16 20:10
